id,area_unit,bathrooms,bedrooms,home_size,home_type,last_sold_date,last_sold_price,link,price,property_size,rent_price,rentzestimate_amount,rentzestimate_last_updated,tax_value,tax_year,year_built,zestimate_amount,zestimate_last_updated,address,city,state,zipcode
20028132,SqFt,4.0,6,4214.0,SingleFamily,2016-03-04,2450000.0,https://www.zillow.com/homedetails/12019-Laurel-Ln-Studio-City-CA-91604/20028132_zpid/,2450000.0,17141.0,,10073.0,2018-08-07,2499000.0,2017,1923,2927890.0,2018-08-07,12019 Laurel Ln,Studio City,CA,91604
20028217,SqFt,5.5,5,4900.0,SingleFamily,2015-08-13,2955000.0,https://www.zillow.com/homedetails/3923-Carpenter-Ct-Studio-City-CA-91604/20028217_zpid/,2960000.0,9147.0,,12831.0,2018-08-07,3014100.0,2017,2015,3674562.0,2018-08-07,3923 Carpenter Ct,Studio City,CA,91604
20028218,SqFt,3.0,4,1898.0,SingleFamily,2015-10-27,1585000.0,https://www.zillow.com/homedetails/3929-Carpenter-Ct-Studio-City-CA-91604/20028218_zpid/,1580000.0,9001.0,,4950.0,2018-08-07,1616700.0,2017,1936,1521019.0,2018-08-07,3929 Carpenter Ct,Studio City,CA,91604
20028383,SqFt,4.5,5,3325.0,SingleFamily,2016-10-26,2312500.0,https://www.zillow.com/homedetails/12121-Viewcrest-Rd-Studio-City-CA-91604/20028383_zpid/,2310000.0,5662.0,,8700.0,2018-08-07,2312500.0,2017,2016,2559106.0,2018-08-07,12121 Viewcrest Rd,Studio City,CA,91604
20028395,SqFt,6.0,6,4803.0,SingleFamily,2015-11-30,2570000.0,https://www.zillow.com/homedetails/12134-Hollyglen-Pl-Studio-City-CA-91604/20028395_zpid/,2570000.0,5662.0,,11500.0,2018-08-07,2621400.0,2017,2015,3406194.0,2018-08-07,12134 Hollyglen Pl,Studio City,CA,91604
20028420,SqFt,4.0,4,3477.0,SingleFamily,2016-11-17,2115000.0,https://www.zillow.com/homedetails/4135-Fulton-Ave-Sherman-Oaks-CA-91423/20028420_zpid/,2120000.0,8825.0,,10500.0,2018-08-07,2115000.0,2017,1946,2416274.0,2018-08-07,4135 Fulton Ave,Sherman Oaks,CA,91423
20028437,SqFt,5.0,5,4046.0,SingleFamily,2017-08-31,2600000.0,https://www.zillow.com/homedetails/4160-Dixie-Canyon-Ave-Sherman-Oaks-CA-91423/20028437_zpid/,2600000.0,8820.0,,10500.0,2018-08-07,2552033.0,2017,1937,2775509.0,2018-08-07,4160 Dixie Canyon Ave,Sherman Oaks,CA,91423
20028457,SqFt,6.0,5,4999.0,SingleFamily,2016-02-17,2770000.0,https://www.zillow.com/homedetails/4170-Greenbush-Ave-Sherman-Oaks-CA-91423/20028457_zpid/,2770000.0,8842.0,,11474.0,2018-08-07,2825400.0,2017,2015,3332500.0,2018-08-07,4170 Greenbush Ave,Sherman Oaks,CA,91423
20028462,SqFt,6.0,5,4821.0,SingleFamily,2018-01-20,2925000.0,https://www.zillow.com/homedetails/4152-Greenbush-Ave-Sherman-Oaks-CA-91423/20028462_zpid/,2920000.0,8829.0,,11900.0,2018-08-07,2797992.0,2017,2013,3051666.0,2018-08-07,4152 Greenbush Ave,Sherman Oaks,CA,91423
20028492,SqFt,5.0,5,4607.0,SingleFamily,2016-11-08,2630000.0,https://www.zillow.com/homedetails/4159-Greenbush-Ave-Sherman-Oaks-CA-91423/20028492_zpid/,2630000.0,7972.0,,11900.0,2018-08-07,2630000.0,2017,2013,3010997.0,2018-08-07,4159 Greenbush Ave,Sherman Oaks,CA,91423
20028524,SqFt,6.0,5,4830.0,SingleFamily,2017-02-22,2790000.0,https://www.zillow.com/homedetails/4146-Allott-Ave-Sherman-Oaks-CA-91423/20028524_zpid/,2790000.0,7974.0,,10699.0,2018-08-07,2411460.0,2017,2016,3225008.0,2018-08-07,4146 Allott Ave,Sherman Oaks,CA,91423
